Cycle,NO.1,NO.2,NO.3,NO.4,NO.5,NO.6,NO.7,NO.8,NO.9,NO.10,NO.11,NO.12,NO.13,NO.14,NO.15,NO.16,NO.17,NO.18,NO.19,NO.20,NO.21,NO.22,NO.23,NO.24,NO.25,NO.26,NO.27,NO.28,NO.29,NO.30,NO.31,NO.32,NO.33,NO.34,NO.35,NO.36,NO.37,NO.38,NO.39,NO.40,NO.41,NO.42,NO.43,NO.44,NO.45,NO.46,NO.47,NO.48,NO.49,NO.50,NO.51,NO.52,NO.53,NO.54,NO.55,NO.56,NO.57,NO.58,NO.59,NO.60,NO.61,NO.62,NO.63,NO.64,NO.65,NO.66,NO.67,NO.68,NO.69,NO.70,NO.71,NO.72,NO.73,NO.74,NO.75,NO.76,NO.77,NO.78,NO.79
1045,1.039734712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999966379,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.030287455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016519297,0.969974791,NA,NA,NA,NA,0.883367013,NA,1.03252612
1046,1.0396871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99968045,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.030178088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016425549,0.969580083,NA,NA,NA,NA,0.882488863,NA,1.032470273
1047,1.039639451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999393571,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.030068391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016331386,0.969183605,NA,NA,NA,NA,0.881606766,NA,1.032414252
1048,1.039591765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999105738,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029958363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016236806,0.968785352,NA,NA,NA,NA,0.88072071,NA,1.032358053
1049,1.039544041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998816951,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029848003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016141806,0.968385319,NA,NA,NA,NA,0.879830684,NA,1.032301677
1050,1.03949628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998527206,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029737309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016046386,0.967983498,NA,NA,NA,NA,NA,NA,1.032245122
1051,1.03944848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9982365,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029626281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015950542,0.967579886,NA,NA,NA,NA,NA,NA,1.032188387
1052,1.039400642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997944833,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029514918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015854274,0.967174475,NA,NA,NA,NA,NA,NA,1.032131472
1053,1.039352766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997652201,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029403218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015757578,0.96676726,NA,NA,NA,NA,NA,NA,1.032074375
1054,1.03930485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997358603,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02929118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015660455,0.966358236,NA,NA,NA,NA,NA,NA,1.032017096
1055,1.039256895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997064035,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029178803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0155629,0.965947397,NA,NA,NA,NA,NA,NA,1.031959633
1056,1.0392089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996768497,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.029066086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015464914,0.965534736,NA,NA,NA,NA,NA,NA,1.031901985
1057,1.039160866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996471984,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028953028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015366493,0.965120248,NA,NA,NA,NA,NA,NA,1.031844152
1058,1.039112791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.996174496,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028839627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015267636,0.964703927,NA,NA,NA,NA,NA,NA,1.031786133
1059,1.039064676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995876029,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028725883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01516834,0.964285768,NA,NA,NA,NA,NA,NA,1.031727925
1060,1.039016519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995576582,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028611795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015068605,0.963865764,NA,NA,NA,NA,NA,NA,1.03166953
1061,1.038968322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.995276152,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02849736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014968428,0.96344391,NA,NA,NA,NA,NA,NA,1.031610944
1062,1.038920083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994974737,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028382579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014867806,0.963020199,NA,NA,NA,NA,NA,NA,1.031552169
1063,1.038871803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994672334,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02826745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01476674,0.962594627,NA,NA,NA,NA,NA,NA,1.031493201
1064,1.03882348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994368942,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028151971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014665225,0.962167187,NA,NA,NA,NA,NA,NA,1.031434041
1065,1.038775115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994064558,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.028036142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014563261,0.961737873,NA,NA,NA,NA,NA,NA,1.031374688
1066,1.038726707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993759179,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027919961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014460845,0.96130668,NA,NA,NA,NA,NA,NA,1.03131514
1067,1.038678256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993452803,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027803428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014357975,0.960873601,NA,NA,NA,NA,NA,NA,1.031255396
1068,1.038629762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993145429,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02768654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014254651,0.96043863,NA,NA,NA,NA,NA,NA,1.031195456
1069,1.038581224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992837053,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027569298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014150869,0.960001763,NA,NA,NA,NA,NA,NA,1.031135318
1070,1.038532642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992527673,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027451699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.014046627,0.959562992,NA,NA,NA,NA,NA,NA,1.031074981
1071,1.038484015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992217287,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027333743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013941924,0.959122312,NA,NA,NA,NA,NA,NA,1.031014445
1072,1.038435344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991905893,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027215429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013836758,0.958679717,NA,NA,NA,NA,NA,NA,1.030953708
1073,1.038386628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991593488,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.027096754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013731127,0.958235201,NA,NA,NA,NA,NA,NA,1.030892769
1074,1.038337867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99128007,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026977719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013625029,0.957788759,NA,NA,NA,NA,NA,NA,1.030831627
1075,1.03828906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990965636,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026858322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013518461,0.957340383,NA,NA,NA,NA,NA,NA,1.030770282
1076,1.038240208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990650185,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026738561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013411422,0.956890069,NA,NA,NA,NA,NA,NA,1.030708732
1077,1.038191309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990333714,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026618436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013303911,0.956437809,NA,NA,NA,NA,NA,NA,1.030646976
1078,1.038142363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99001622,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026497946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.013195924,0.955983599,NA,NA,NA,NA,NA,NA,1.030585013
1079,1.038093371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989697701,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026377088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01308746,0.955527432,NA,NA,NA,NA,NA,NA,1.030522842
1080,1.038044331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.989378156,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026255863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012978518,0.955069302,NA,NA,NA,NA,NA,NA,1.030460462
1081,1.037995244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98905758,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026134268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012869094,0.954609204,NA,NA,NA,NA,NA,NA,1.030397872
1082,1.037946109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988735973,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.026012303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012759187,0.954147131,NA,NA,NA,NA,NA,NA,1.030335071
1083,1.037896925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988413332,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025889966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012648795,0.953683077,NA,NA,NA,NA,NA,NA,1.030272058
1084,1.037847693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.988089654,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025767257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012537917,0.953217036,NA,NA,NA,NA,NA,NA,1.030208832
1085,1.037798412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987764937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025644173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012426549,0.952749002,NA,NA,NA,NA,NA,NA,1.030145391
1086,1.037749082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987439178,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025520715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01231469,0.952278969,NA,NA,NA,NA,NA,NA,1.030081735
1087,1.037699703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987112376,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02539688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012202339,0.951806931,NA,NA,NA,NA,NA,NA,1.030017863
1088,1.037650273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986784528,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025272668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.012089492,0.951332882,NA,NA,NA,NA,NA,NA,1.029953773
1089,1.037600794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986455631,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025148076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011976148,0.950856815,NA,NA,NA,NA,NA,NA,1.029889465
1090,1.037551263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986125683,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.025023105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011862306,0.950378726,NA,NA,NA,NA,NA,NA,1.029824937
1091,1.037501682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985794682,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024897753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011747962,0.949898607,NA,NA,NA,NA,NA,NA,1.029760188
1092,1.037452049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985462626,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024772018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011633115,0.949416453,NA,NA,NA,NA,NA,NA,1.029695218
1093,1.037402365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985129511,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0246459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011517763,0.948932257,NA,NA,NA,NA,NA,NA,1.029630025
1094,1.037352629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984795336,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024519397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011401903,0.948446013,NA,NA,NA,NA,NA,NA,1.029564608
1095,1.037302841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984460098,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024392508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011285535,0.947957715,NA,NA,NA,NA,NA,NA,1.029498967
1096,1.037253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984123795,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024265231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.011168655,0.947467358,NA,NA,NA,NA,NA,NA,1.029433099
